村志代码 Gazetteer Code,村志书名 Gazetteer Title,村庄代码 Village Code,村名 - 汉字 Village Name - Chinese Characters,村名 - 汉语拼音 Village Name - Hanyu Pinyin,省 - 汉字 Province - Chinese Characters,省 - 汉语拼音 Province - Hanyu Pinyin,市 - 汉字 City - Chinese Characters,市 - 汉语拼音 City - Hanyu Pinyin,县 / 区 - 汉字 County / District - Chinese Characters,县 / 区 - 汉语拼音 County / District - Hanyu Pinyin,村庄总面积单位 Total Area Unit,村庄总面积 Total Area,经纬度 - 格式 Latitude and Longitude - Format,纬度 Latitude,经度 Longitude,距隶属县城距离单位 Distance to Affiliated to the county town - Unit,距隶属县城距离 Distance to Affiliated to the county town
0927,光明村志,310120101232,光明村,Guangming Cun,上海市,Shanghai Shi,上海市,Shanghai Shi,奉贤区,Fengxian Qu,平方千米 / 平方公里 square kilometers,2.35,度分秒 DMS (degrees-minutes-seconds),30°56′N,121°27′E,没有相关数据 No Available Data,n/a
0928,甲岸村志,440306001018,甲岸村,Jiaan Cun,广东省,Guangdong Sheng,深圳市,Shenzhen Shi,宝安区,Baoan Qu,平方千米 / 平方公里 square kilometers,0.3,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0929,赵村村志,n/a,赵村,Zhao Cun,陕西省,Shanxi Sheng,渭南市,Weinan Shi,韩城市,Hancheng Shi,平方千米 / 平方公里 square kilometers,2.88,十进制 DD (decimal degrees),35.30°N,110.26°E,没有相关数据 No Available Data,n/a
0930,兴朱村志,n/a,兴朱村,Xingzhu Cun,山东省,Shandong Sheng,滨州市,Binzhou Shi,博兴县,Boxing Xian,亩 mu,105.87,度分秒 DMS (degrees-minutes-seconds),37°01′N,118°14′E,公里/千米 kilometer,20
0931,小许庄村志,130922200206,小许庄村,Xiaoxuzhuang Cun,河北省,Hebei Sheng,沧州市,Cangzhou Shi,青县,Qing Xian,没有相关数据 No Available Data,n/a,度分秒 DMS (degrees-minutes-seconds),38°29′32″N,116°55′36″E,公里/千米 kilometer,15
0932,邢庄村志,120111100206,邢庄村,Xingzhuang Cun,山东省,Shandong Sheng,德州市,Dezhou Shi,齐河县,Qihe Xian,亩 mu,644,度分秒 DMS (degrees-minutes-seconds),36°30′N,116°31′E,公里/千米 kilometer,40
0933,无为庄村志,131022102213,无为庄村,Wuweizhuang Cun,河北省,Hebei Sheng,廊坊市,Langfang Shi,固安县,Gu'an Xian,平方千米 / 平方公里 square kilometers,1.78,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,12
0934,微水村志,130121100201,微水村,Weishui Cun,河北省,Hebei Sheng,石家庄市,Shijiazhuang Shi,井陉县,Jingxing Xian,平方千米 / 平方公里 square kilometers,0.86,度分秒范围 Range in DMS (degrees-minutes-seconds),37°41′35″N - 38°12′35″N,113°48′18″E - 114°17′50″E,没有相关数据 No Available Data,n/a
0935,拦车村志,140525105203,拦车村,Lanche Cun,山西省,Shanxi Sheng,晋城市,Jincheng Shi,泽州县,Zezhou Xian,平方千米 / 平方公里 square kilometers,7.91,度分秒 DMS (degrees-minutes-seconds),35°19′N,112°50′E,公里/千米 kilometer,37.5
0936,蒋庄村志,310116112211,蒋庄村,Jiangzhuang Cun,上海市,Shanghai Shi,上海市,Shanghai Shi,金山区,Jinshan Qu,平方千米 / 平方公里 square kilometers,6.98,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0937,赤社村志,140802201203,赤社村,Chishe Cun,山西省,Shanxi Sheng,运城市,Yuncheng Shi,盐湖区,Yanhu Qu,平方千米 / 平方公里 square kilometers,4.3,度分秒 DMS (degrees-minutes-seconds),35°N,110°31′E,没有相关数据 No Available Data,n/a
0938,交丙坛村志,445281109214,交丙坛村,Jiaobingtan Cun,广东省,Guangdong Sheng,揭阳市,Jieyang Shi,普宁市,Puning Shi,平方千米 / 平方公里 square kilometers,3.5,度分秒 DMS (degrees-minutes-seconds),23°17′40″N,116°13′50″E,公里/千米 kilometer,6
0939,邢寨村志,370481108241,邢寨村,Xingzhai Cun,山东省,Shandong Sheng,枣庄市,Zaozhuang Shi,滕州市,Tengzhou Shi,亩 mu,2616,度分秒 DMS (degrees-minutes-seconds),34°58′N,117°7′E,没有相关数据 No Available Data,n/a
0940,西林西村志,n/a,西林西村,Xilinxi Cun,山东省,Shandong Sheng,济宁市,Jining Shi,曲阜市,Qufu Shi,亩 mu,324.9,度分秒范围 Range in DMS (degrees-minutes-seconds),35°29′N - 35°49′N,116°51′E - 117°13′E,没有相关数据 No Available Data,n/a
0941,金红村志,n/a,金红村,Jinhong Cun,上海市,Shanghai Shi,上海市,Shanghai Shi,闵行区,Minhang Qu,平方千米 / 平方公里 square kilometers,3.9,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,15
0942,西古现村志,370687104217,西古现村,Xiguxian Cun,山东省,Shandong Sheng,烟台市,Yantai Shi,海阳市,Haiyang Shi,平方千米 / 平方公里 square kilometers,5,度分秒 DMS (degrees-minutes-seconds),37°05′N,120°08′E,没有相关数据 No Available Data,n/a
0943,崔家庄村志,140921203205,崔家庄村,Cuijiazhuang Cun,山西省,Shanxi Sheng,忻州市,Xinzhou Shi,定襄县,Dingxiang Xian,平方千米 / 平方公里 square kilometers,7.13,度分秒 DMS (degrees-minutes-seconds),38°32′N,113°34′,公里/千米 kilometer,4
0944,聪子峪村志,140431203201,聪子峪村,Congziyu Cun,山西省,Shanxi Sheng,长治市,Changzhi Shi,沁源县,Qinyuan Xian,平方千米 / 平方公里 square kilometers,15,度分秒 DMS (degrees-minutes-seconds),36°46′47.28″N,112°22′58.75″E,公里/千米 kilometer,46
0945,大北村志,140121100205,大北村,Dabei Cun,山西省,Shanxi Sheng,太原市,Taiyuan Shi,清徐县,Qingxu Xian,亩 mu,4331.19,十进制范围 Range in DD (decimal degrees),37.27°N - 37.47°N,112.9°E - 112.38°E,公里/千米 kilometer,2
0946,金建村志,310115133202,金建村,Jinjian Cun,上海市,Shanghai Shi,上海市,Shanghai Shi,浦东新区,Pudong Xinqu,平方千米 / 平方公里 square kilometers,3.6,度分秒 DMS (degrees-minutes-seconds),31°03′N,121°39′E,没有相关数据 No Available Data,n/a
0947,大望京村志,n/a,大望京村,Dawangjing Cun,北京市,Beijing Shi,北京市,Beijing Shi,朝阳区,Chaoyang Qu,公顷 hectares,105.6,度分秒 DMS (degrees-minutes-seconds),39°59′N,116°29′E,公里/千米 kilometer,11.1
0949,西王村志,371626109242,西王村,Xiwang Cun,山东省,Shandong Sheng,滨州市,Binzhou Shi,邹平县,Zouping Xian,万平方米 10K square meters,40,度分秒 DMS (degrees-minutes-seconds),37°N,114°E,公里/千米 kilometer,7
0950,西马村志,370306003203,西马村,Xima Cun,山东省,Shandong Sheng,淄博市,Zibo Shi,周村区,Zhoucun Qu,万平方米 10K square meters,47.1,度分秒 DMS (degrees-minutes-seconds),36°48′10″N,117°50′20″E,公里/千米 kilometer,2
0951,两坂村志,141022103240,两坂村,Liangban Cun,山西省,Shanxi Sheng,临汾市,Linfen Shi,翼城县,Yicheng Xian,平方千米 / 平方公里 square kilometers,5,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,12
0952,李堡村志,140426203214,李堡村,Lipu Cun,山西省,Shanxi Sheng,长治市,Changzhi Shi,黎城县,Licheng Xian,平方千米 / 平方公里 square kilometers,1.5,度分秒 DMS (degrees-minutes-seconds),36°25′N,110°23′E,公里/千米 kilometer,3
0953,后郭村志,350303100201,后郭村,Houguo Cun,福建省,Fujian Sheng,莆田市,Putian Shi,涵江区,Hanjiang Qu,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0954,辛庄村志,370112005205,辛庄村,Xinzhuang Cun,山东省,Shandong Sheng,济南市,Jinan Shi,历城区,Licheng Qu,平方千米 / 平方公里 square kilometers,0.4,度分秒 DMS (degrees-minutes-seconds),36°41′N,117°18′E,没有相关数据 No Available Data,n/a
0955,和平村志,440306004005,和平村,Heping Cun,广东省,Guangdong Sheng,深圳市,Shenzhen Shi,宝安区,Baoan Qu,平方千米 / 平方公里 square kilometers,9.8,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0956,城南村志,140426100229,城南村,Chengnan Cun,山西省,Shanxi Sheng,长治市,Changzhi Shi,黎城县,Licheng Xian,平方千米 / 平方公里 square kilometers,4,度分秒范围 Range in DMS (degrees-minutes-seconds),36°N - 36°29′N,113°E - 113°21′E,公里/千米 kilometer,4
0957,城东村志,140581002001,城东村,Chengdong Cun,山西省,Shanxi Sheng,晋城市,Jincheng Shi,高平市,Gaoping Shi,平方千米 / 平方公里 square kilometers,2.3,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0958,城内村志,140921100200,城内村,Chengnei Cun,山西省,Shanxi Sheng,忻州市,Xinzhou Shi,定襄县,Dingxiang Xian,平方米 square meters,1830249,度分秒 DMS (degrees-minutes-seconds),38°29′N,112°56′E,没有相关数据 No Available Data,n/a
0959,潢涌村志,441900128200,潢涌村,Huangchong Cun,广东省,Guangdong Sheng,东莞市,Dongguan Shi,东莞市,Dongguan Shi,平方千米 / 平方公里 square kilometers,9.7,度分秒 DMS (degrees-minutes-seconds),23°7′52″N,113°43′28″E,没有相关数据 No Available Data,n/a
0960,环山村志,440114107219,环山村,Huanshan Cun,广东省,Guangdong Sheng,广州市,Guangzhou Shi,花都区,Huadu Qu,平方千米 / 平方公里 square kilometers,4.5,度分秒 DMS (degrees-minutes-seconds),23°18′N,113°05′E,没有相关数据 No Available Data,18
0961,西董铺村志,130124100231,西董铺村,Xidongpu Cun,河北省,Hebei Sheng,石家庄市,Shijiazhuang Shi,栾城区,Luancheng Qu,没有相关数据 No Available Data,n/a,度分秒范围 Range in DMS (degrees-minutes-seconds),37°54′22″N - 37°54′32″N,114°37′01″E - 114°37′16″E,公里/千米 kilometer,2
0962,冼村村志,440106014001,冼村,Xian Cun,广东省,Guangdong Sheng,广州市,Guangzhou Shi,天河区,Tianhe Qu,万平方米 10K square meters,18.41,度分秒 DMS (degrees-minutes-seconds),23°12′84.45″N,113°32′57.98″E,没有相关数据 No Available Data,n/a
0963,楚寨村志,411082002007,楚寨村,Chuzhai Cun,河南省,Henan Sheng,许昌市,Xuchang Shi,长葛市,Changge Shi,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0964,鱼河湾村志,610802104207,鱼河湾村,Yuhewan Cun,陕西省,Shanxi Sheng,榆林市,Yulin Shi,榆阳区,Yuyang Qu,平方千米 / 平方公里 square kilometers,12,度分秒范围 Range in DMS (degrees-minutes-seconds),37°49′N - 38°58′N,108°58′E - 110°24′E,没有相关数据 No Available Data,n/a
0965,崔楼村志,411524102218,崔楼村,Cuilou Cun,河南省,Henan Sheng,信阳市,Xinyang Shi,商城县,Shangcheng Xian,平方千米 / 平方公里 square kilometers,5.4,度分秒 DMS (degrees-minutes-seconds),32°1′19″N,115°19′35″E,公里/千米 kilometer,34
0966,酒务村志,140581101235,酒务村,Jiuwu Cun,山西省,Shanxi Sheng,晋城市,Jincheng Shi,高平市,Gaoping Shi,平方千米 / 平方公里 square kilometers,2.5,度分秒 DMS (degrees-minutes-seconds),35°47′N,112°59′E,公里/千米 kilometer,6.5
0967,卜居头村志,410522203209,卜居头村,Bujutou Cun,河南省,Henan Sheng,安阳市,Anyang Shi,安阳县,Anyang Xian,平方千米 / 平方公里 square kilometers,8,度分秒 DMS (degrees-minutes-seconds),36°20′N,114°03′E,没有相关数据 No Available Data,n/a
0968,保宁村志,610524201208,保宁村,Baoning Cun,陕西省,Shanxi Sheng,渭南市,Weinan Shi,合阳县,Heyang Xian,平方千米 / 平方公里 square kilometers,3.2,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,32
0969,南窑头村志,610113007223,南窑头村,Nanyaotou Cun,陕西省,Shanxi Sheng,西安市,Xi'an Shi,雁塔区,Yanta Qu,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0970,涧塘村志,330522100217,涧塘村,Jiantang Cun,江苏省,Jiangsu Sheng,湖州市,Huzhou Shi,长兴县,Changxing Xian,平方千米 / 平方公里 square kilometers,7.5,没有相关数据 No Available Data,n/a,n/a,里 li,10
0971,朱麻硷村志,610826107213,朱麻硷村,Zhumajian Cun,陕西省,Shanxi Sheng,榆林市,Yulin Shi,绥德县,Suide Xian,没有相关数据 No Available Data,n/a,度分秒 DMS (degrees-minutes-seconds),37°40′N,110°18′E,没有相关数据 No Available Data,n/a
0972,李街村志,140522102219,李街村,Lijie Cun,山东省,Shandong Sheng,晋城市,Jincheng Shi,阳城县,Yangcheng Xian,平方千米 / 平方公里 square kilometers,4.5,度分秒 DMS (degrees-minutes-seconds),35°32′31″N,112°32′59″E,没有相关数据 No Available Data,n/a
0974,箭泾村志,320506104202,箭泾村,Jianjing Cun,江苏省,Jiangsu Sheng,苏州市,Suzhou Shi,吴中区,Wuzhong Qu,平方千米 / 平方公里 square kilometers,8.25,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0975,崔庄村志,410105015007,崔庄村,Cuizhuang Cun,河南省,Henan Sheng,郑州市,Zhengzhou Shi,郑东新区,Zhengdong Xinqu,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0976,陈堡村志,410704100209,陈堡村,Chenbao Cun,河南省,Henan Sheng,新乡市,Xinxiang Shi,凤泉区,Fengquan Qu,万平方米 10K square meters,78.5,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0977,郑各庄村志,110114115214,郑各庄村,Zhenggezhuang Cun,北京市,Beijing Shi,北京市,Beijing Shi,昌平区,Changping Qu,亩 mu,4332,度分秒 DMS (degrees-minutes-seconds),40°0.6′22.7″N,116°22′0.02″E,公里/千米 kilometer,16.66
0978,驼房营村志,110105023201,驼房营村,Tuofangying Cun,北京市,Beijing Shi,北京市,Beijing Shi,朝阳区,Chaoyang Qu,平方千米 / 平方公里 square kilometers,5.8,度分秒 DMS (degrees-minutes-seconds),39°58′08″N,116°30′19″E,没有相关数据 No Available Data,7
0979,四合庄村志,110106202214,四合庄村,Sihezhuang Cun,北京市,Beijing Shi,北京市,Beijing Shi,丰台区,Fengtai Qu,亩 mu,1000,度分秒 DMS (degrees-minutes-seconds),39°52′N,116°17′E,没有相关数据 No Available Data,n/a
0980,卢沟桥村志,110106201218,卢沟桥村,Lugouqiao Cun,北京市,Beijing Shi,北京市,Beijing Shi,丰台区,Fengtai Qu,平方千米 / 平方公里 square kilometers,7.38,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0981,广川街村志,131127102201,广川街村,Guangchuanjie Cun,河北省,Hebei Sheng,衡水市,Hengshui Shi,景县,Jing Xian,亩 mu,3746,度分秒 DMS (degrees-minutes-seconds),37°34′N,115°55′E,公里/千米 kilometer,33.2
0982,车厂村志,110111009216,车厂村,Chechang Cun,北京市,Beijing Shi,北京市,Beijing Shi,房山区,Fangshan Qu,平方千米 / 平方公里 square kilometers,10.8,十进制 DD (decimal degrees),39.763°N,115.913°E,公里/千米 kilometer,22
0983,兴复村志,320583105202,兴复村,Xingfu Cun,江苏省,Jiangsu Sheng,苏州市,Suzhou Shi,昆山市,Kunshan Shi,公顷 hectares,530.64,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0984,黄皮村志,430524207219,黄皮村,Huangpi Cun,湖南省,Hunan Sheng,邵阳市,Shaoyang Shi,隆回县,Longhui Xian,平方千米 / 平方公里 square kilometers,4.3,度分秒范围 Range in DMS (degrees-minutes-seconds),27°22.27′N - 27°37.18′N,110°56′E - 111°4′E,公里/千米 kilometer,43
0986,大楚留村志,370686104213,大楚留村,Dachuliu Cun,山东省,Shandong Sheng,烟台市,Yantai Shi,栖霞市,Qixia Shi,平方米 square meters,2054778,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0987,华新村志,320206003006,华新村,Huaxin Cun,江苏省,Jiangsu Sheng,无锡市,Wuxi Shi,惠山区,Huishan Qu,平方千米 / 平方公里 square kilometers,3.63,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0988,老道井村志,410704200205,老道井村,Laodaojing Cun,河南省,Henan Sheng,新乡市,Xinxiang Shi,凤泉区,Fengquan Qu,亩 mu,960,度分秒 DMS (degrees-minutes-seconds),35°40′N,113°91′E,公里/千米 kilometer,3.5
0989,新新村志,310116102216,新新村,Xinxin Cun,上海市,Shanghai Shi,上海市,Shanghai Shi,金山区,Jinshan Qu,平方千米 / 平方公里 square kilometers,4.61,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0990,城子村志,110109103202,城子村,Chengzi Cun,北京市,Beijing Shi,北京市,Beijing Shi,门头沟区,Mentougou Qu,平方千米 / 平方公里 square kilometers,4,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0991,花园村志,320582101210,花园村,Huayuan Cun,江苏省,Jiangsu Sheng,苏州市,Suzhou Shi,张家港市,Zhangjiagang Shi,平方千米 / 平方公里 square kilometers,5.59,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0992,故城村志,130132101206,故城村,Gucheng Cun,河北省,Hebei Sheng,石家庄市,Shijiazhuang Shi,元氏区,Yuanshi Qu,亩 mu,2938.9,度分秒 DMS (degrees-minutes-seconds),37°82′N,114°46′E,公里/千米 kilometer,8.6
0993,都康村志,350823102215,都康村,Dukang Cun,福建省,Fujian Sheng,龙岩市,Longyan Shi,上杭县,Shanghang Xian,平方千米 / 平方公里 square kilometers,9,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0994,廖家林村志,420583101218,廖家林村,Liaojialin Cun,湖北省,Hubei Sheng,宜昌市,Yichang Shi,枝江市,Zhijiang Shi,平方千米 / 平方公里 square kilometers,43.7,度分秒 DMS (degrees-minutes-seconds),28°N,115°E,没有相关数据 No Available Data,n/a
0995,关虎屯村志,410105008010,关虎屯村,Guanhutun Cun,河南省,Henan Sheng,郑州市,Zhengzhou Shi,金水区,Jinshui Qu,平方千米 / 平方公里 square kilometers,6,度分秒范围 Range in DMS (degrees-minutes-seconds),34°50′N - 34°51′N,113°40′E - 113°41′E,没有相关数据 No Available Data,n/a
0996,江姐村志,510304100204,江姐村,Jiangjie Cun,四川省,Sichuan Sheng,自贡市,Zigong Shi,大安区,Daan Qu,平方千米 / 平方公里 square kilometers,4.33,度分秒范围 Range in DMS (degrees-minutes-seconds),28°55′N - 29°38′N,104°02′E - 105°16′E,没有相关数据 No Available Data,n/a
0997,葛寨村志,n/a,葛寨村,Gezhai Cun,河南省,Henan Sheng,郑州市,Zhengzhou Shi,高新区,Gaoxin Qu,平方千米 / 平方公里 square kilometers,70,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0998,崔家村志,370702005213,崔家村,Cuijia Cun,山东省,Shandong Sheng,潍坊市,Weifang Shi,潍城区,Weicheng Qu,平方米 square meters,269730,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0999,篁墩村志,341002100203,篁墩村,Huangdun Cun,安徽省,Anhui Sheng,黄山市,Huangshan Shi,屯溪区,Tunxi Qu,平方千米 / 平方公里 square kilometers,3,度分秒 DMS (degrees-minutes-seconds),30°N,118°E,没有相关数据 No Available Data,n/a
1000,兰寨村志,n/a,兰寨村,Lanzhai Cun,河南省,Henan Sheng,郑州市,Zhengzhou Shi,高新区,Gaoxin Qu,平方千米 / 平方公里 square kilometers,1.5,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
